data,label
"[0.5437066  0.75849926 0.46971482 0.5362934  0.7767654  0.42897844
 0.5362742  0.7646044  0.43991885 0.56440794 0.80417025 0.41303766
 0.5559497  0.7782081  0.56291246 0.62298906 0.8171569  0.6255707
 0.60209554 0.7255419  0.6756311  0.5074711  0.88553417 0.5365472
 0.6058904  0.6540214  0.26504737 0.53883564 0.8706332  0.34406954
 0.62269306 0.6336208  0.16587114 0.6763749  0.5939063  0.507835
 0.65566915 0.54824847 0.5897785  0.56265175 0.42498454 0.76081663
 0.57265854 0.35710648 0.53043246 0.72820276 0.1424642  0.5004214
 0.6827746  0.12143826 0.47448003]",processed
"[0.57979405 0.78278756 0.32928354 0.56823957 0.7838773  0.23297572
 0.5698995  0.7987434  0.43640485 0.56623197 0.7599938  0.46517798
 0.58067447 0.79742956 0.32974297 0.59420246 0.70168674 0.45908555
 0.60782784 0.76227707 0.3736159  0.60950977 0.62260497 0.3029199
 0.61099803 0.6667037  0.11814371 0.6022518  0.6367514  0.252734
 0.5948197  0.6770234  0.11764356 0.62726486 0.5463809  0.4579873
 0.6069012  0.55873424 0.29801908 0.6381261  0.3618852  0.15654044
 0.54820204 0.41902128 0.5416659  0.75792843 0.19307782 0.43136644
 0.67990154 0.1505883  0.4235067 ]",processed
"[0.55826414 0.75834334 0.30647957 0.5518789  0.77521765 0.3812463
 0.5537534  0.7654303  0.38149622 0.57560825 0.7929035  0.45442635
 0.57367927 0.77737314 0.514546   0.6104544  0.77866495 0.44902688
 0.5978591  0.70518893 0.5471468  0.6038539  0.7784428  0.15347593
 0.613437   0.6039163  0.30612713 0.57570344 0.70508295 0.10348484
 0.6223522  0.6032939  0.23875123 0.68903226 0.6089433  0.35410434
 0.6562237  0.55219424 0.42093405 0.5663492  0.4302357  0.546555
 0.55185866 0.36111978 0.37123778 0.753397   0.18451299 0.37465477
 0.68370765 0.14891218 0.26312345]",processed
"[0.5357555  0.75121856 0.51991975 0.5321916  0.76948804 0.54039305
 0.5321085  0.76114005 0.52974    0.5549998  0.8077474  0.73821616
 0.5485783  0.7864579  0.4929253  0.6212066  0.813058   0.6753789
 0.59251475 0.70966667 0.5965976  0.53589475 0.87345374 0.2004431
 0.53301144 0.6600816  0.48854282 0.5328935  0.883081   0.44781318
 0.55497503 0.7427325  0.30286998 0.6861679  0.60172576 0.5088948
 0.65851915 0.5485869  0.65330595 0.565243   0.43196616 0.7356688
 0.5655757  0.3395168  0.46841565 0.74792653 0.1573255  0.7284138
 0.6856436  0.11200257 0.6743799 ]",processed
"[0.53890747 0.76514554 0.56287324 0.538738   0.78116935 0.6270908
 0.53534454 0.7661728  0.44726783 0.5640051  0.80381465 0.4331211
 0.55134255 0.76856035 0.528776   0.6009886  0.795652   0.6897023
 0.579261   0.71380436 0.67845553 0.5883186  0.81176615 0.12392315
 0.54503375 0.6375313  0.42509195 0.53200674 0.8739515  0.5063295
 0.52868295 0.6448786  0.315403   0.70300955 0.62981516 0.5386761
 0.6705387  0.57971054 0.4346917  0.5657877  0.46203843 0.5246404
 0.5467829  0.42376256 0.5761542  0.7614465  0.16850267 0.63176686
 0.6966218  0.13840388 0.4608239 ]",processed
"[0.5373081  0.7692826  0.42959842 0.5362268  0.7855298  0.57510835
 0.5335425  0.77180517 0.54022425 0.56448156 0.8108085  0.5499035
 0.55420387 0.77519715 0.58825094 0.6172144  0.81300914 0.5787694
 0.59727544 0.7050341  0.74092114 0.57220024 0.8628252  0.26068524
 0.55085766 0.63246787 0.26552895 0.5408483  0.8782249  0.35088733
 0.5435804  0.6605683  0.12485722 0.6931656  0.61957175 0.47442514
 0.66888934 0.5510107  0.49338436 0.56170404 0.44565898 0.8386886
 0.554491   0.422972   0.5558393  0.747061   0.15954381 0.7551987
 0.69523793 0.13279001 0.51179945]",processed
"[0.5780882  0.74887645 0.31775802 0.5772264  0.76219916 0.38514
 0.5731179  0.75966287 0.4805141  0.6059048  0.7745609  0.2543853
 0.59077597 0.7697811  0.37652197 0.62667865 0.75251627 0.43312597
 0.58812255 0.7178038  0.3294586  0.6329019  0.7633339  0.15675868
 0.584884   0.63929546 0.2070621  0.6199543  0.6352743  0.1581425
 0.6081364  0.63349265 0.2444046  0.6770865  0.59795076 0.43576708
 0.6104402  0.57186806 0.4585139  0.6931828  0.4592123  0.28605282
 0.5492767  0.43007678 0.6709624  0.76276815 0.18810804 0.5673961
 0.6820431  0.146677   0.3523856 ]",processed
"[0.512055   0.26566163 0.42893645 0.50220054 0.2609107  0.48358905
 0.5027521  0.25646368 0.4963691  0.51713675 0.24362218 0.44509038
 0.5194471  0.23414823 0.3941105  0.55357486 0.28529486 0.45257235
 0.56983745 0.28666    0.30539268 0.58043575 0.3162222  0.19018634
 0.58647466 0.31188583 0.19127427 0.5884127  0.33592823 0.1305772
 0.6064681  0.350856   0.28096223 0.5857086  0.47953463 0.50630987
 0.59901464 0.48119205 0.46049413 0.5054135  0.57045215 0.47875017
 0.49944857 0.5738986  0.56572086 0.59422326 0.6310924  0.26208654
 0.59604037 0.6324157  0.41343132]",processed
"[0.56849986 0.71880996 0.46816948 0.57359153 0.73721606 0.4900612
 0.56945956 0.71702147 0.47818163 0.6208583  0.75833684 0.6309748
 0.59637237 0.71084964 0.45350215 0.63467914 0.7707248  0.57791376
 0.5996933  0.6542365  0.5031466  0.6334827  0.83063865 0.22337532
 0.6249593  0.59889    0.30304435 0.61360997 0.84480727 0.19057813
 0.6280875  0.6042558  0.17984724 0.67620397 0.5727212  0.43354505
 0.6431355  0.5041392  0.3551383  0.57307965 0.4519305  0.8466915
 0.5726996  0.3430751  0.7582883  0.7386799  0.2095138  0.7604601
 0.6833501  0.11412382 0.68202317]",processed
"[0.5535148  0.7671678  0.44157466 0.5602603  0.7821803  0.48035777
 0.5542137  0.76634455 0.48263434 0.6043474  0.7934199  0.5182422
 0.58182067 0.7563804  0.59048355 0.6240247  0.78424186 0.6058534
 0.58855605 0.6929092  0.59830916 0.6329983  0.8576955  0.2673975
 0.61655647 0.6189269  0.25845376 0.61784726 0.8913426  0.29440087
 0.63748586 0.59389347 0.26289806 0.6891431  0.616033   0.44830307
 0.65472895 0.53803617 0.46921748 0.5664036  0.45202065 0.77901655
 0.56329757 0.35126746 0.56453174 0.74824506 0.21533841 0.5276315
 0.7096734  0.13760048 0.32461438]",processed
"[0.5593256  0.7541552  0.35641098 0.56331533 0.76725745 0.5033661
 0.5588398  0.7603729  0.46034658 0.5938747  0.7722694  0.4269979
 0.5801991  0.75832766 0.49448803 0.6234468  0.7483882  0.3618085
 0.5845162  0.71561986 0.55679715 0.62890804 0.7674198  0.30772445
 0.59943455 0.6279603  0.24878775 0.61776155 0.7395863  0.06577845
 0.5914797  0.650099   0.21624777 0.6877295  0.59615237 0.36633113
 0.64424145 0.5671537  0.36222577 0.5665607  0.46194464 0.45686254
 0.54529464 0.43809524 0.54054666 0.74089813 0.22309063 0.59498495
 0.69094974 0.19768631 0.39861926]",processed
"[0.6150906  0.7740549  0.29740274 0.61237097 0.78284526 0.45203215
 0.60506016 0.77732056 0.27596664 0.6143347  0.79304326 0.24830768
 0.59372765 0.76334864 0.2866432  0.62971663 0.76106334 0.2730358
 0.5815508  0.706128   0.40632987 0.632439   0.66264075 0.1226471
 0.5942253  0.58681536 0.37939247 0.6116743  0.61073315 0.23246083
 0.6001777  0.59617853 0.3360197  0.6762942  0.5810654  0.328414
 0.61906147 0.5294101  0.28502524 0.6959247  0.46654287 0.53547966
 0.55320674 0.44051018 0.5019012  0.7508758  0.2228211  0.40907922
 0.6928362  0.21852863 0.3264676 ]",processed
"[0.5669366  0.74561125 0.6007589  0.57254046 0.76362157 0.58022946
 0.5602877  0.74375004 0.49823233 0.610556   0.7741712  0.60838604
 0.576872   0.73311394 0.5950578  0.62741804 0.7812894  0.66280144
 0.5840561  0.66891855 0.5587255  0.62492245 0.86575544 0.22784406
 0.6186143  0.594923   0.28253037 0.62450117 0.8524464  0.2760009
 0.6158821  0.6109141  0.21659552 0.659502   0.58833885 0.50690025
 0.6336949  0.52623135 0.4591246  0.5659676  0.45064607 0.84380186
 0.56452143 0.35270566 0.77920115 0.7321575  0.21206401 0.823421
 0.68917346 0.13297842 0.45900676]",processed
"[0.55728155 0.76982415 0.5609743  0.5632779  0.78323555 0.5986594
 0.54789734 0.76390564 0.606788   0.59433705 0.78245324 0.58995146
 0.5631863  0.7472407  0.6759305  0.6085279  0.7866521  0.59076977
 0.57313424 0.6962027  0.62425286 0.6362675  0.83513117 0.31929392
 0.60312694 0.6031266  0.34124514 0.60991734 0.9089425  0.4420555
 0.62013805 0.6055658  0.3231894  0.65626305 0.59867764 0.5462754
 0.6182438  0.5375959  0.52235264 0.5617506  0.4571703  0.76139885
 0.5606215  0.35211298 0.7140587  0.73307526 0.2076579  0.6910276
 0.6925004  0.1498152  0.41925877]",processed
"[0.5624106  0.7758578  0.5057051  0.56805396 0.7872272  0.6879263
 0.55165946 0.7686321  0.5174208  0.5989748  0.7826431  0.54811305
 0.5649046  0.74524176 0.6529773  0.61803305 0.779845   0.52364933
 0.5689014  0.6926137  0.5695717  0.6345667  0.837467   0.39385828
 0.601248   0.6043688  0.2857122  0.6211509  0.901178   0.49519417
 0.58365    0.6474742  0.10669637 0.663837   0.6052611  0.5470896
 0.6299872  0.55325323 0.48059276 0.5585879  0.46240494 0.76544046
 0.55351067 0.3566237  0.579765   0.74006975 0.21960214 0.6815391
 0.6994449  0.16181618 0.32481876]",processed
"[0.55096024 0.757964   0.5457405  0.5575358  0.7697473  0.44446787
 0.5500686  0.761718   0.6676287  0.600394   0.78183436 0.5190692
 0.57513237 0.7537323  0.66267735 0.623383   0.76386803 0.47463956
 0.58251536 0.7092872  0.6980383  0.6303838  0.81618464 0.29367948
 0.6161346  0.6126647  0.53716415 0.6185246  0.9188011  0.36350024
 0.6167375  0.6059254  0.22457018 0.67835724 0.56473947 0.40853676
 0.64278364 0.5190132  0.31412682 0.6716421  0.4622961  0.13704227
 0.5521591  0.44554293 0.4114435  0.75009394 0.21161076 0.53374237
 0.70221096 0.18946607 0.28376585]",processed
"[0.5564388  0.75461435 0.47399646 0.5654896  0.76628315 0.64866793
 0.5549569  0.7565621  0.4553751  0.6073362  0.7802257  0.6285199
 0.5794785  0.7484508  0.56409705 0.62077236 0.7795186  0.61824477
 0.5830729  0.688253   0.65677094 0.63645905 0.8361173  0.25891894
 0.6106867  0.6078776  0.41210386 0.62065184 0.85266304 0.13258174
 0.59370863 0.5232     0.06057149 0.64924175 0.59245956 0.57129055
 0.59917057 0.52510625 0.5043333  0.57756287 0.45456728 0.54256535
 0.56462586 0.34711814 0.5914064  0.7486117  0.20872879 0.54491353
 0.67920613 0.15155564 0.3090028 ]",processed
"[0.5599347  0.7320419  0.36809924 0.56376165 0.7521951  0.5181753
 0.5583873  0.74513435 0.49435145 0.6084772  0.76372993 0.4290364
 0.5856459  0.7468501  0.36418802 0.6314807  0.73630047 0.5043803
 0.595136   0.6875644  0.3639947  0.62173617 0.60494983 0.25928536
 0.60351443 0.58997613 0.23001179 0.6329126  0.6013652  0.15491135
 0.62393755 0.5932144  0.24855515 0.6393355  0.53843117 0.30295017
 0.5915374  0.49665767 0.34851882 0.68817866 0.46228543 0.11759814
 0.56338376 0.3552591  0.5039152  0.7422986  0.22077605 0.42913198
 0.66865075 0.20332514 0.16015485]",processed
"[0.56655747 0.3390675  0.40672436 0.5615425  0.33394256 0.29818565
 0.5633344  0.33309272 0.3083895  0.5762423  0.32027978 0.4283132
 0.577696   0.3088115  0.53929424 0.58535874 0.3341414  0.47636357
 0.60174376 0.32233107 0.52639294 0.60432225 0.36874998 0.21646366
 0.6131316  0.35764632 0.35564944 0.5933452  0.36113816 0.33365235
 0.5993254  0.35388908 0.48627916 0.59467304 0.49670783 0.54136497
 0.6071522  0.5019778  0.4962541  0.5061799  0.5776733  0.58771217
 0.4994277  0.57726073 0.7814319  0.60261035 0.62815356 0.3104861
 0.60683006 0.631637   0.55652714]",processed
"[0.36945143 0.01501277 0.07622637 0.5477925  0.5835398  0.0537067
 0.57558584 0.65680754 0.06735584 0.6068225  0.6361566  0.06180387
 0.58460283 0.6685632  0.06735656 0.41458237 0.53417933 0.0271036
 0.3930421  0.4277748  0.01442822 0.51542044 0.4454688  0.03134844
 0.5128459  0.4193695  0.04323783 0.56436193 0.35536298 0.06542861
 0.547291   0.36339658 0.05032108 0.45058334 0.55543447 0.0487742
 0.3908367  0.47236058 0.13227993 0.50809866 0.53683954 0.07912704
 0.5618719  0.47752246 0.087189   0.505725   0.5281669  0.13233311
 0.5568956  0.40824276 0.07219367]",processed
"[0.5774942  0.6975683  0.46093982 0.57940847 0.71946615 0.47466502
 0.5737206  0.70630074 0.49779564 0.61594504 0.7415538  0.35308906
 0.5889286  0.7042992  0.36221248 0.6269828  0.7469456  0.46342692
 0.59347713 0.66192573 0.4225451  0.629714   0.80950207 0.3250706
 0.58533925 0.54345584 0.2812753  0.6232908  0.8946545  0.41652763
 0.6136559  0.55700326 0.08955637 0.6711405  0.5482852  0.30383402
 0.6252143  0.50395554 0.2958471  0.5775867  0.47073606 0.32398525
 0.5590803  0.3723136  0.39095566 0.73390526 0.2367683  0.26068586
 0.6764329  0.17657138 0.32668772]",processed
"[0.56205744 0.7540228  0.46581915 0.56843483 0.76529557 0.57313234
 0.55329007 0.7483807  0.6555435  0.60731727 0.7676831  0.5942633
 0.5728186  0.7346772  0.5549587  0.62188804 0.76785296 0.6601094
 0.57559365 0.6862567  0.47059032 0.6364545  0.8289602  0.27286744
 0.6029806  0.5911719  0.24395123 0.63017523 0.8704881  0.2562492
 0.60011727 0.5722998  0.15745023 0.67904925 0.609626   0.4591605
 0.63096124 0.5508131  0.41960222 0.5610119  0.46387565 0.7853152
 0.556262   0.35993335 0.7308459  0.7142162  0.2455276  0.73568445
 0.6693997  0.17563707 0.37501064]",processed
"[0.5609468  0.74780685 0.41869357 0.56597203 0.7618583  0.46110705
 0.55720645 0.7490102  0.6182233  0.60179144 0.7673962  0.4623549
 0.5777481  0.7420325  0.5492602  0.609993   0.7581139  0.41418284
 0.5739569  0.6837098  0.4586232  0.6327565  0.75330734 0.11616758
 0.5713529  0.49476308 0.34932128 0.62886095 0.88101476 0.32767576
 0.60773104 0.51433676 0.13564761 0.6356972  0.61440694 0.35857093
 0.58087724 0.5685305  0.37958947 0.5651849  0.4630799  0.5813321
 0.5545122  0.35507542 0.6102778  0.7405592  0.22762273 0.6510283
 0.6751494  0.12311228 0.69744164]",processed
"[0.5748177  0.69912577 0.34436816 0.5874082  0.7178721  0.33706746
 0.5802732  0.70996565 0.45411026 0.6289707  0.7323944  0.32098785
 0.6178066  0.7156148  0.4029324  0.6378765  0.69356585 0.42174566
 0.6202232  0.62135607 0.4729297  0.6240229  0.60921437 0.08434158
 0.6121717  0.46818644 0.19851425 0.6886076  0.5347434  0.1025705
 0.6732051  0.45851046 0.127464   0.5950211  0.52440155 0.10681789
 0.5645701  0.4649225  0.05859585 0.5695165  0.45569053 0.42240706
 0.59275085 0.32330027 0.15177417 0.7181573  0.25569877 0.26717985
 0.6674065  0.15663847 0.21870857]",processed
"[0.57879233 0.75226253 0.1004106  0.5795685  0.77605677 0.08053836
 0.5549772  0.74716115 0.07362632 0.55459833 0.79157275 0.03874321
 0.5691612  0.7711718  0.04413388 0.49172086 0.8037456  0.01615802
 0.47905165 0.6946896  0.05680714 0.59057367 0.7213128  0.08905575
 0.56292474 0.6115168  0.10578277 0.60230154 0.62759876 0.11291126
 0.54389566 0.5411613  0.08933977 0.5861886  0.61301756 0.04296216
 0.5535173  0.569759   0.09924197 0.69698006 0.45385647 0.152704
 0.6047606  0.34817597 0.06521598 0.7026836  0.21254312 0.16550298
 0.66043836 0.17814676 0.12059069]",processed
"[0.57545435 0.6864059  0.36645263 0.5876433  0.7161389  0.30722195
 0.5767232  0.70155716 0.44705746 0.640376   0.7261922  0.38515526
 0.6122722  0.70288116 0.33821118 0.6564268  0.6999025  0.42011338
 0.6149543  0.61903185 0.65031576 0.6808387  0.61894715 0.05430591
 0.62585515 0.46411252 0.28348878 0.68427783 0.54846126 0.08929586
 0.6826176  0.4254261  0.11843239 0.64635044 0.5252172  0.33291054
 0.6038985  0.465912   0.22617613 0.571502   0.46430203 0.5127601
 0.5633728  0.33496162 0.4877686  0.73731285 0.22033629 0.3514471
 0.6862993  0.11473467 0.46670577]",processed
"[0.5561086  0.7579712  0.58045596 0.5647988  0.76850253 0.6441138
 0.55111784 0.75406474 0.5497251  0.60167813 0.77076405 0.55253094
 0.5729811  0.737692   0.5233787  0.6103275  0.7677653  0.54347086
 0.5803764  0.68787163 0.5437895  0.6332078  0.841847   0.37776202
 0.6057437  0.5840852  0.30720845 0.63042516 0.9027415  0.46750575
 0.5904178  0.5335104  0.12832485 0.69594145 0.61096144 0.47939685
 0.6634164  0.54965985 0.47633982 0.56652915 0.46687058 0.7868869
 0.56800383 0.37970272 0.5481303  0.74030614 0.2272217  0.68731725
 0.69755334 0.18699811 0.26534536]",processed
"[0.4030993  0.5878467  0.51898503 0.39010853 0.6042779  0.5261578
 0.38856265 0.577962   0.54468566 0.37439123 0.64947164 0.51655364
 0.37050974 0.5781636  0.5115945  0.41482055 0.6956527  0.49047306
 0.40987235 0.53305835 0.6384047  0.4818287  0.69797593 0.3755238
 0.43905652 0.47231185 0.52596796 0.37490448 0.67802876 0.3699604
 0.41826323 0.53592503 0.32748973 0.6292895  0.65315765 0.23716319
 0.616112   0.5340823  0.24954627 0.5171592  0.5826124  0.5797487
 0.54303414 0.4342574  0.62955654 0.70871437 0.4955619  0.64004683
 0.70275986 0.28799978 0.6831698 ]",processed
"[0.40340236 0.5923281  0.50349945 0.38928023 0.60855484 0.5049481
 0.39281034 0.58836275 0.69952714 0.3842553  0.65557396 0.7372773
 0.37975627 0.607332   0.60452926 0.43877247 0.69317555 0.60102665
 0.42151088 0.59070903 0.60917413 0.3668239  0.6727011  0.27396652
 0.43072543 0.49088943 0.4651454  0.3616035  0.6642315  0.31273845
 0.38084245 0.5811745  0.40737244 0.66745293 0.6609578  0.6022863
 0.6529779  0.56473285 0.50226766 0.51352787 0.5853663  0.57688314
 0.5402228  0.43547913 0.7052885  0.7156393  0.48454374 0.6898628
 0.6984638  0.2946281  0.7184082 ]",processed
"[0.5088319  0.27098808 0.3682977  0.4990757  0.26287577 0.3523423
 0.49964032 0.26017722 0.4342715  0.51306033 0.24832645 0.48130235
 0.5147354  0.23957402 0.4430087  0.53705585 0.26668146 0.37280267
 0.5624533  0.27710396 0.14081953 0.5794879  0.30719233 0.2200833
 0.58836186 0.30711418 0.3009021  0.5902425  0.32416213 0.14834888
 0.60899884 0.34592313 0.35153407 0.5908731  0.4638317  0.4346941
 0.60314345 0.4649256  0.44621637 0.50779724 0.57728344 0.47919342
 0.49819213 0.5853448  0.5854301  0.6022866  0.629922   0.26769653
 0.6034736  0.6344304  0.36973077]",processed
"[0.4117376  0.6016444  0.6989787  0.39181742 0.62060845 0.63534814
 0.39325982 0.5914547  0.7189946  0.37554398 0.65462285 0.6092931
 0.37948155 0.5915254  0.66999984 0.43912175 0.69560593 0.76242566
 0.41813347 0.58016944 0.50629103 0.37106755 0.67961156 0.32736132
 0.42378575 0.50320786 0.63503736 0.34926313 0.6606055  0.22914928
 0.40084186 0.5481907  0.42176795 0.6831691  0.6689743  0.48121563
 0.6570755  0.56679255 0.52866673 0.5187104  0.58319104 0.39642566
 0.5412357  0.44905677 0.6962291  0.72951365 0.48285085 0.6495045
 0.7074652  0.29328176 0.70848864]",processed
"[0.30382615 0.39999792 0.17839973 0.28226963 0.43478253 0.18465263
 0.26832592 0.37845618 0.23246017 0.32715675 0.43472323 0.15259025
 0.3079175  0.3094926  0.22086905 0.41959494 0.49581084 0.11751164
 0.35943305 0.32689926 0.14508134 0.51370496 0.46211857 0.11302922
 0.44109702 0.3082039  0.08511335 0.48609033 0.44820464 0.10057513
 0.41257963 0.27348998 0.08379886 0.5623786  0.48831558 0.08933417
 0.55598587 0.42682594 0.08160702 0.49572372 0.58836067 0.17826597
 0.5175693  0.4488165  0.1279458  0.49156585 0.57183295 0.09615245
 0.46433455 0.35000685 0.06206869]",processed
"[0.4203007  0.604202   0.57224643 0.3992289  0.62035406 0.47091442
 0.4017536  0.592373   0.58707315 0.38578817 0.6621438  0.7628335
 0.38780048 0.5939599  0.4982841  0.46358013 0.69041    0.7563296
 0.4480564  0.5904789  0.4964724  0.37242502 0.6766072  0.11697234
 0.42585504 0.48983756 0.5996416  0.37504494 0.60545444 0.22866136
 0.38771445 0.5759765  0.32916284 0.69522166 0.66883534 0.48027825
 0.66198623 0.5783701  0.3405448  0.5196469  0.5834294  0.4596951
 0.5422856  0.45023647 0.80775905 0.73101735 0.49057385 0.6526624
 0.70748276 0.29912758 0.7084866 ]",processed
"[0.40096965 0.59632856 0.49325955 0.38314217 0.6168135  0.7357834
 0.38478428 0.5855379  0.7980521  0.37380025 0.6585596  0.7108335
 0.3725063  0.5846666  0.5683959  0.45811048 0.6835504  0.6751226
 0.41796666 0.57600534 0.5972303  0.5077721  0.7038343  0.16158812
 0.44156405 0.47997832 0.5361419  0.39493915 0.6684402  0.4198961
 0.39595377 0.57079333 0.42734176 0.7047596  0.6584568  0.59628063
 0.657451   0.5679339  0.4890775  0.53055125 0.58593893 0.4714466
 0.5371316  0.44917732 0.805757   0.72927254 0.4829781  0.64344084
 0.7110281  0.29268926 0.7738331 ]",processed
"[0.4029086  0.59900796 0.64432675 0.37926143 0.6174291  0.6894433
 0.38077205 0.5844157  0.75723964 0.35951617 0.6540909  0.6473262
 0.36331493 0.5803971  0.68555033 0.41836622 0.7024961  0.68520886
 0.414927   0.56346905 0.45453453 0.50948477 0.68373334 0.12239132
 0.4353423  0.47787467 0.5392918  0.37612182 0.65872556 0.37856516
 0.41418368 0.5491605  0.32014894 0.6749454  0.6694259  0.6005165
 0.65077716 0.5579525  0.48946285 0.5198159  0.587724   0.47284046
 0.53277    0.46168762 0.8345303  0.72728103 0.49770573 0.70635134
 0.70310056 0.30250794 0.6320081 ]",processed
"[0.39878732 0.59930146 0.5794038  0.38029006 0.6158485  0.6538338
 0.38054714 0.58985126 0.7125106  0.3775533  0.6598077  0.6571788
 0.3753894  0.5993656  0.48836622 0.4471167  0.69635874 0.788905
 0.4219065  0.5826113  0.5864329  0.52602965 0.5984686  0.16765742
 0.4313916  0.4685265  0.58516294 0.39623538 0.6170823  0.11045665
 0.40014288 0.5356098  0.3871162  0.6835033  0.66826034 0.48283893
 0.6556765  0.5719779  0.4266742  0.5247368  0.5810702  0.48575374
 0.53589314 0.45162225 0.70573455 0.726878   0.49681336 0.5696435
 0.70438784 0.30175197 0.7884547 ]",processed
"[0.4232316  0.65290385 0.37310097 0.39766073 0.66985357 0.4856277
 0.39290112 0.6411301  0.49228272 0.40724665 0.6667444  0.3623329
 0.39947933 0.5960753  0.272981   0.52316505 0.66472936 0.33361968
 0.46557406 0.537468   0.46301785 0.6594362  0.52810293 0.32669622
 0.5870295  0.42276177 0.286064   0.69884217 0.3079754  0.35874337
 0.6937485  0.3028172  0.17925188 0.74043334 0.65473866 0.29327494
 0.64295626 0.50034034 0.08439013 0.6567015  0.502931   0.06538598
 0.6159174  0.38900012 0.07290676 0.7414939  0.486674   0.06324073
 0.6739089  0.22996084 0.04219741]",processed
"[0.40568212 0.5880473  0.4720349  0.38481912 0.6097539  0.7001541
 0.3825804  0.5766076  0.6412795  0.37974715 0.65394855 0.76360434
 0.36819416 0.58019507 0.6994572  0.4476006  0.6918426  0.7065766
 0.415995   0.5639447  0.46506366 0.52365637 0.5945699  0.25014055
 0.42802405 0.48250163 0.537902   0.40399155 0.5872472  0.22758602
 0.39885053 0.5603434  0.2651202  0.6831085  0.66896826 0.5195904
 0.65136886 0.57724    0.48660016 0.5225078  0.58315825 0.54246235
 0.5403307  0.45250982 0.7322751  0.72485435 0.5102359  0.7513813
 0.7048564  0.30157712 0.6828518 ]",processed
"[0.40599337 0.59288156 0.5168809  0.38363573 0.6127498  0.8069574
 0.3848243  0.57985586 0.7329567  0.3673486  0.65113777 0.6587852
 0.37341008 0.5771589  0.58660644 0.4188079  0.6984376  0.7971181
 0.41332108 0.5616184  0.49415964 0.36192593 0.6745859  0.37401587
 0.41979405 0.488153   0.5408073  0.33515564 0.647481   0.38945016
 0.3963859  0.55014044 0.2564165  0.67101014 0.67226005 0.49318075
 0.6490488  0.57141614 0.49116385 0.5227505  0.58370507 0.55184674
 0.5431006  0.45429644 0.6882082  0.72993034 0.49909675 0.60340714
 0.71222043 0.3035886  0.8323224 ]",processed
"[0.4509344  0.5360401  0.1548493  0.44453204 0.5470151  0.1635353
 0.4251187  0.52006716 0.19075976 0.50652915 0.58059597 0.1086373
 0.44291842 0.5263029  0.08148678 0.47230703 0.5586301  0.15326124
 0.40679818 0.49395722 0.22953218 0.5118785  0.50755006 0.09402413
 0.4159464  0.4621497  0.18595184 0.47970423 0.5876162  0.22764613
 0.42109182 0.48536745 0.21936424 0.5325017  0.5339626  0.17736582
 0.49072367 0.49184424 0.25920346 0.6486942  0.59264696 0.09840482
 0.579274   0.41515195 0.10214689 0.47982645 0.62094647 0.14562309
 0.61433095 0.07120699 0.18759976]",processed
"[0.5294889  0.27272326 0.37931234 0.5195248  0.2674151  0.41927493
 0.5168313  0.26473862 0.3186285  0.53403944 0.2579002  0.378197
 0.52955985 0.24804491 0.3229374  0.58319783 0.29381326 0.24035306
 0.5895248  0.2969058  0.24525842 0.5833818  0.3523635  0.10711722
 0.59487456 0.34961504 0.12118739 0.5979439  0.33985087 0.12639046
 0.608811   0.34180662 0.18727411 0.59339535 0.48306695 0.49998045
 0.60283124 0.48198286 0.45388532 0.5090374  0.57288873 0.5419462
 0.5004481  0.5752659  0.5587006  0.59819657 0.63065624 0.31691322
 0.59860593 0.6326891  0.44791406]",processed
"[0.3974051  0.5913821  0.60960925 0.37846938 0.6117668  0.66071236
 0.37692595 0.57956356 0.70347977 0.35829267 0.6465154  0.6143523
 0.3633971  0.5763279  0.73949414 0.41533715 0.6889239  0.7227822
 0.41180786 0.56450754 0.47550178 0.37878022 0.6703793  0.13454859
 0.43473864 0.47920537 0.683417   0.37418604 0.630517   0.24881382
 0.3898602  0.5671771  0.3210519  0.6718966  0.67080003 0.69230926
 0.65589607 0.56675833 0.6231878  0.5111048  0.59078056 0.5202033
 0.5444663  0.454804   0.68210155 0.7273863  0.5117217  0.6555509
 0.70953476 0.30581447 0.75983423]",processed
"[0.39222857 0.60092884 0.6657205  0.37645647 0.6206645  0.57347333
 0.37799072 0.589273   0.69318724 0.35289857 0.6475564  0.6212437
 0.35303408 0.57557696 0.706531   0.39045957 0.6867752  0.57965255
 0.38147762 0.5556383  0.6844719  0.485757   0.70237803 0.24625823
 0.43159664 0.4835725  0.6741899  0.40569317 0.6941542  0.2944
 0.40937698 0.54208684 0.39462885 0.57541156 0.6432807  0.3521265
 0.54828507 0.5533368  0.45997983 0.53826827 0.5895316  0.30419222
 0.53729016 0.44682965 0.62998515 0.7174154  0.51307774 0.703238
 0.6996472  0.31400257 0.8099427 ]",processed
