data,label
"[0.5870956  0.7097057  0.54675514 0.5891192  0.72668594 0.51232165
 0.58978504 0.7252673  0.5224373  0.6204039  0.7302356  0.635477
 0.6148806  0.7270755  0.42927477 0.65616924 0.70296    0.49605998
 0.61922926 0.6876992  0.32082453 0.6357962  0.66751283 0.25264934
 0.54552466 0.6660356  0.55164576 0.6110115  0.707767   0.3606448
 0.58551383 0.6932967  0.1570393  0.67643213 0.49008384 0.63288254
 0.6530821  0.49387553 0.5929042  0.56113017 0.36431    0.6647119
 0.55417466 0.37304893 0.6833953  0.6764071  0.2693449  0.6001742
 0.66966045 0.28247157 0.51846284]",processed
"[0.5994205  0.701387   0.4622547  0.6004969  0.7165746  0.543606
 0.6018215  0.7162382  0.5634845  0.6306884  0.7187264  0.6631977
 0.6244724  0.7174992  0.49841863 0.657661   0.68321383 0.42496866
 0.62538606 0.67761993 0.47060883 0.6430615  0.664203   0.17567214
 0.54955256 0.66757333 0.4322698  0.6227577  0.7034366  0.24854778
 0.6144038  0.70670426 0.27915597 0.6724275  0.48047274 0.58013594
 0.6543144  0.49066937 0.5232612  0.5565905  0.36400586 0.8206253
 0.5622211  0.3737835  0.6209345  0.67212    0.2603368  0.41108295
 0.6734471  0.28039515 0.55245465]",processed
"[0.5865673  0.6512756  0.3895062  0.5807692  0.6724056  0.43605107
 0.58239686 0.6697409  0.32264364 0.60248405 0.707874   0.46838674
 0.60023475 0.7061298  0.5492405  0.6542489  0.6890396  0.6839625
 0.61197364 0.67851335 0.29858276 0.54872036 0.6476264  0.35114914
 0.5385322  0.643896   0.46165898 0.603958   0.6871441  0.18664779
 0.573195   0.6649676  0.11865107 0.68213946 0.49925086 0.36946875
 0.6504157  0.5044952  0.39757088 0.5616003  0.36227328 0.5383247
 0.54264605 0.37384433 0.6653389  0.6764452  0.26352325 0.6651114
 0.67157805 0.27756068 0.6682616 ]",processed
"[0.58445996 0.28645298 0.5641755  0.58491755 0.27007103 0.5118605
 0.58837897 0.26626948 0.5833514  0.62067765 0.25357488 0.6778913
 0.6306763  0.25122708 0.5313677  0.626847   0.3174444  0.6871136
 0.6864206  0.29940897 0.6987801  0.5618434  0.23897621 0.6456172
 0.6061087  0.19239332 0.4633335  0.6079135  0.22609702 0.21620344
 0.6443309  0.20418437 0.41649613 0.6332885  0.55939513 0.6319644
 0.67785186 0.57481617 0.8024172  0.47451007 0.66327643 0.806545
 0.4787415  0.6917012  0.7413072  0.649572   0.76625335 0.6090426
 0.6673505  0.7892431  0.8098434 ]",processed
"[0.58680964 0.67957544 0.4755518  0.5835907  0.6977234  0.53283125
 0.5837826  0.6915556  0.42147806 0.6079027  0.7205728  0.36579293
 0.59896725 0.71172386 0.39204958 0.65170693 0.70309746 0.63836414
 0.5971775  0.6756647  0.3321815  0.64836514 0.670637   0.08893062
 0.5341544  0.64578617 0.5071759  0.6042085  0.69162005 0.22574411
 0.5784093  0.67357105 0.19684418 0.6830037  0.5071764  0.4011557
 0.65073854 0.50283474 0.49630672 0.5589207  0.37124887 0.6124489
 0.55075324 0.37154305 0.6891165  0.6795018  0.27210423 0.5491282
 0.6688951  0.2807574  0.6640935 ]",processed
"[0.591154   0.69356084 0.46389234 0.5888371  0.7115531  0.5263154
 0.58935136 0.7089187  0.43674788 0.6100304  0.7243716  0.49419063
 0.6042043  0.7259881  0.505654   0.65748364 0.7054351  0.7388786
 0.5989576  0.67750835 0.3311157  0.621704   0.6585049  0.17079026
 0.5413397  0.6489443  0.47919384 0.6087166  0.67576516 0.16995358
 0.56345505 0.663898   0.13185744 0.68548584 0.49055275 0.5965587
 0.65135103 0.4924329  0.5294326  0.56149155 0.36658138 0.5900802
 0.5439699  0.37187707 0.6517356  0.6802639  0.26793334 0.63852626
 0.66494817 0.2775972  0.66194165]",processed
"[0.5808073  0.6616315  0.50125515 0.5742515  0.67861897 0.47481483
 0.5746437  0.67806554 0.4591906  0.5959088  0.6994596  0.6241744
 0.59289783 0.7048145  0.47189134 0.6367073  0.6721747  0.6146075
 0.6036026  0.67322797 0.3423415  0.5328455  0.6126201  0.63165367
 0.52803934 0.6167629  0.4524033  0.57720554 0.6471723  0.17437127
 0.5567448  0.6415478  0.13490748 0.6737465  0.5027302  0.43803436
 0.6515936  0.5026448  0.5853683  0.55886024 0.3715162  0.56391424
 0.5452937  0.37463078 0.64848953 0.6724993  0.2671626  0.60217416
 0.6654639  0.2821995  0.53891414]",processed
"[0.56801784 0.6777463  0.48289576 0.5682672  0.6952646  0.49887645
 0.56945676 0.6943806  0.44372708 0.59254014 0.71748054 0.51476294
 0.5883402  0.71831673 0.45095825 0.6502676  0.6910489  0.6620113
 0.60097855 0.684684   0.2753121  0.6713091  0.663908   0.16069953
 0.54269105 0.62373865 0.30937448 0.633978   0.6839199  0.20394087
 0.58526975 0.67364943 0.18233202 0.68207514 0.53233093 0.44730845
 0.66244817 0.52896446 0.54105866 0.5555518  0.37190035 0.7229518
 0.5581416  0.37774318 0.54829687 0.6787743  0.25976485 0.5135054
 0.6822325  0.28539422 0.412466  ]",processed
"[0.5898698  0.664189   0.47063443 0.5870169  0.6876193  0.44582468
 0.5795664  0.67947936 0.45791245 0.6055133  0.7127611  0.5936399
 0.58466023 0.7023503  0.49098328 0.6568824  0.67914104 0.5306611
 0.59362257 0.66655755 0.3264447  0.62465703 0.63525814 0.11775602
 0.53176993 0.6190826  0.40493226 0.5623199  0.6334186  0.20273976
 0.54432106 0.62330925 0.18881205 0.6900483  0.5102826  0.49204722
 0.65963423 0.5031436  0.499218   0.5605347  0.37196884 0.5957799
 0.5433139  0.3749722  0.58373314 0.67590004 0.2645264  0.613328
 0.66753656 0.27471977 0.6167477 ]",processed
"[0.57141834 0.6643777  0.39003444 0.5636331  0.6819433  0.46335196
 0.5658195  0.67813504 0.46221262 0.58302253 0.6989252  0.4987391
 0.5800398  0.7029689  0.42866385 0.6302124  0.6740223  0.5832812
 0.5930522  0.6697435  0.30509475 0.5875531  0.65639985 0.17247167
 0.5382729  0.60898495 0.3229472  0.55566394 0.6223458  0.27399164
 0.5406811  0.60852766 0.18991378 0.68660796 0.51409477 0.42632782
 0.6651057  0.5065057  0.525546   0.5575866  0.3705146  0.6388065
 0.5484582  0.37744454 0.5740594  0.6689034  0.26547495 0.4922223
 0.664905   0.27956447 0.60576904]",processed
"[0.62936527 0.7024902  0.3884078  0.6232566  0.71705705 0.41809598
 0.6101711  0.7092109  0.390274   0.625903   0.72117007 0.39650124
 0.6002205  0.7123243  0.3724763  0.6718486  0.6875944  0.62696844
 0.5846482  0.67446613 0.348683   0.6934786  0.6678239  0.16187303
 0.5608703  0.6147009  0.13473892 0.5745143  0.6827449  0.20923685
 0.54711175 0.62600833 0.23501283 0.6866287  0.52703196 0.4019278
 0.63367337 0.5120924  0.42570344 0.54536575 0.37578386 0.44589868
 0.53412277 0.37411797 0.5126733  0.68324775 0.2935717  0.19463934
 0.65152055 0.2945218  0.25727326]",processed
"[0.57340705 0.6721527  0.46215904 0.5678261  0.69102055 0.6163067
 0.5678624  0.68398905 0.27724457 0.58662146 0.7115449  0.4412522
 0.57889575 0.70235074 0.4683533  0.6455628  0.69102013 0.6981549
 0.5888363  0.654619   0.27414328 0.6608967  0.6576163  0.16320004
 0.54567426 0.5908453  0.35142422 0.59584224 0.64937955 0.19164866
 0.53827065 0.60662276 0.25021526 0.68405336 0.5117205  0.5555622
 0.6577237  0.49643332 0.4094246  0.55872643 0.37488282 0.6939175
 0.55164725 0.37578398 0.6846047  0.6800031  0.27655548 0.29214233
 0.6675677  0.274604   0.615525  ]",processed
"[0.5677031  0.6399061  0.22558701 0.55923074 0.66047287 0.5304957
 0.5563171  0.6562785  0.32547367 0.56472003 0.6914564  0.59584105
 0.5543126  0.68713385 0.32875976 0.6325529  0.6742683  0.65870637
 0.57928437 0.64548093 0.35269016 0.61590666 0.6525242  0.08643424
 0.53450555 0.5879464  0.3373608  0.5623872  0.6422195  0.27335966
 0.5328429  0.6036885  0.23043771 0.6915627  0.5357312  0.3925467
 0.6518111  0.5125263  0.55917454 0.55926335 0.3731549  0.4951609
 0.54317015 0.3749701  0.47946405 0.67762285 0.26180172 0.50336057
 0.6603973  0.27204487 0.59608746]",processed
"[0.5682584  0.64578235 0.36796692 0.5645333  0.66233367 0.4140993
 0.5636858  0.6584106  0.4350225  0.5745767  0.68359315 0.54445577
 0.56150174 0.6849393  0.38386378 0.6213135  0.6758456  0.6507721
 0.5592651  0.65876836 0.43422297 0.64507765 0.6131601  0.2472586
 0.56352377 0.59020543 0.22092678 0.5830226  0.61279154 0.18569264
 0.5414628  0.59067935 0.20709924 0.6791962  0.55322117 0.62805957
 0.6449935  0.5231464  0.6114896  0.56370324 0.3728591  0.55499995
 0.55264604 0.37491015 0.5054832  0.680488   0.26279575 0.5799563
 0.6681626  0.27381197 0.5802032 ]",processed
"[0.56966066 0.28833175 0.41885966 0.5688268  0.27283993 0.73546505
 0.5790543  0.26536235 0.52147084 0.5963967  0.25507122 0.5693614
 0.62346053 0.24398747 0.42668822 0.6240403  0.3101853  0.5351438
 0.6895308  0.29847914 0.63263077 0.6190915  0.28089336 0.10886562
 0.60590863 0.18725486 0.51086223 0.60347366 0.23502249 0.22502933
 0.64822525 0.22168696 0.36040896 0.61788374 0.55356914 0.39938772
 0.6712978  0.5730808  0.45529923 0.47034737 0.6832651  0.6495047
 0.4881792  0.69543624 0.10593277 0.6544563  0.7806554  0.46683285
 0.67056984 0.78653    0.3297846 ]",processed
"[0.5592023  0.63802737 0.31380454 0.55311763 0.65721464 0.49790072
 0.5537398  0.6550077  0.27989733 0.5670109  0.6848267  0.6800716
 0.56336385 0.6849894  0.4712807  0.62498295 0.6720257  0.65270364
 0.5656103  0.65954244 0.37386015 0.65899813 0.6245067  0.27412394
 0.53626215 0.58470047 0.21254238 0.5822857  0.6126837  0.2685224
 0.5408751  0.6050735  0.21283598 0.6878649  0.5275119  0.55532855
 0.65127665 0.5076357  0.64020103 0.5585839  0.37535137 0.60552216
 0.5508449  0.37800175 0.69715047 0.67835706 0.27081743 0.5740131
 0.6655293  0.27606124 0.6151721 ]",processed
"[0.5642506  0.61743295 0.41858128 0.5562292  0.64087063 0.27430597
 0.5539184  0.6313821  0.42640838 0.564395   0.6720157  0.54283196
 0.5501128  0.66332597 0.36497343 0.61478937 0.66194916 0.6649499
 0.563033   0.64270335 0.30952638 0.60252297 0.5896874  0.2431457
 0.5339656  0.5808289  0.23073587 0.5529911  0.5883052  0.2141678
 0.5266325  0.5936645  0.24181314 0.7000031  0.5351229  0.5406231
 0.6669433  0.52417505 0.6093968  0.56763375 0.3741565  0.7176707
 0.5536147  0.37642214 0.5431275  0.6745891  0.26144573 0.46996224
 0.6642769  0.27288166 0.6339101 ]",processed
"[0.5628159  0.61497784 0.35746238 0.55277026 0.6384984  0.2885423
 0.55541927 0.6316211  0.40295705 0.55514205 0.6625281  0.6288153
 0.54775846 0.6595152  0.40485168 0.6129161  0.6532638  0.74230975
 0.5521454  0.64767146 0.42306373 0.6028199  0.5844513  0.13341807
 0.51741123 0.5647228  0.34991992 0.55031365 0.5788361  0.2824973
 0.53049624 0.5806436  0.21655644 0.69222623 0.53206515 0.47685027
 0.6515575  0.513805   0.5845735  0.55903715 0.37637633 0.5376424
 0.5517487  0.37785837 0.60878193 0.67618906 0.26718235 0.49158683
 0.6667271  0.27877757 0.63931406]",processed
"[0.5406235  0.62215865 0.44497904 0.53440875 0.6371921  0.40407065
 0.53553814 0.63234854 0.4628036  0.5464612  0.6660126  0.6314886
 0.54039776 0.66309416 0.48778003 0.6139444  0.6676074  0.65775996
 0.5523654  0.6449768  0.4124794  0.59755254 0.5908516  0.12385859
 0.5167082  0.5572367  0.4465247  0.54827565 0.60470974 0.28628394
 0.51843953 0.59652436 0.24481317 0.68931776 0.5290752  0.47778198
 0.65883416 0.5036166  0.5170559  0.5614344  0.37596455 0.60569847
 0.55278784 0.3716851  0.5697279  0.67825747 0.2597388  0.53230107
 0.66747034 0.2685129  0.597311  ]",processed
"[0.5377171  0.36312494 0.47814396 0.52635545 0.36257794 0.48726442
 0.53291243 0.35644364 0.45207217 0.51368594 0.3685941  0.2904863
 0.5215277  0.3621049  0.2925144  0.51624286 0.43136135 0.51111734
 0.49258634 0.4238091  0.52888036 0.60118777 0.3442576  0.53850776
 0.57782596 0.35243008 0.13767059 0.65172654 0.2715345  0.19812001
 0.5945992  0.34314376 0.1614188  0.686953   0.52033025 0.50228506
 0.6741986  0.5302409  0.3817359  0.58173954 0.35155436 0.18494797
 0.48223338 0.36596417 0.58543164 0.6815109  0.24849053 0.56810695
 0.66473097 0.2531441  0.32859066]",processed
"[0.53277516 0.36339304 0.4902259  0.5229773  0.3587284  0.46738863
 0.52595407 0.3552402  0.45872328 0.5046707  0.36868775 0.4325697
 0.5099582  0.37114835 0.26309195 0.52248645 0.42737165 0.4785392
 0.4924845  0.43877226 0.54273176 0.5985909  0.33883518 0.64295155
 0.5840205  0.37774885 0.14401202 0.668107   0.24189967 0.6292057
 0.6084483  0.35334265 0.12069497 0.6909566  0.50293523 0.49208364
 0.6737895  0.5178113  0.5105398  0.58452475 0.3499166  0.23222789
 0.5448807  0.37082124 0.14715578 0.6796257  0.24721314 0.4478025
 0.64080566 0.38400358 0.08784224]",processed
"[0.51338255 0.3939874  0.5787416  0.50778633 0.38016638 0.4367586
 0.5139915  0.38190645 0.45927328 0.4998939  0.3682291  0.4730927
 0.5087892  0.37385154 0.3101283  0.5079545  0.41853964 0.5275581
 0.5013563  0.41840786 0.63360214 0.59975374 0.34099442 0.71813947
 0.5897353  0.35194054 0.24009736 0.6631036  0.2526489  0.48202595
 0.611765   0.3197719  0.20090713 0.686426   0.50682646 0.30898783
 0.6851652  0.5151363  0.33281323 0.5783238  0.35516638 0.26418436
 0.4873501  0.36216253 0.61259395 0.6721196  0.24785659 0.4317585
 0.666965   0.2481923  0.3539778 ]",processed
"[0.5335507  0.35277814 0.48963168 0.52611387 0.3532899  0.5727705
 0.5302383  0.34935826 0.5331604  0.51114506 0.36422226 0.49044624
 0.5149954  0.36484852 0.3250922  0.51440513 0.40633345 0.37174314
 0.4901584  0.42156184 0.5362435  0.5953445  0.34086055 0.7047633
 0.5894771  0.36274746 0.17886251 0.66839653 0.24546963 0.26253897
 0.6155711  0.35334677 0.13060771 0.67594403 0.5100359  0.4188732
 0.67514133 0.52473235 0.5047241  0.58384156 0.34917036 0.26727968
 0.5649306  0.3786784  0.12928799 0.67547774 0.2462115  0.48250306
 0.6761211  0.43407357 0.15244722]",processed
"[0.52978426 0.37728122 0.421223   0.51807284 0.37620062 0.43627307
 0.53578275 0.36642456 0.40932363 0.50399226 0.38260078 0.36617538
 0.53436875 0.36772594 0.30049485 0.50815237 0.44317707 0.5575003
 0.5110887  0.41978696 0.4195366  0.58539593 0.377384   0.15333731
 0.60749817 0.33110014 0.31635785 0.5967147  0.34294638 0.19654189
 0.60936177 0.325046   0.32418892 0.7000235  0.5154821  0.32060555
 0.7050272  0.5031808  0.4557661  0.59445107 0.32894534 0.21974888
 0.6024696  0.35795212 0.15572728 0.64352345 0.2852961  0.22649214
 0.63357794 0.32561535 0.16210851]",processed
"[0.54080695 0.3626027  0.47898498 0.53120863 0.3617614  0.47620907
 0.5381322  0.35833514 0.4257061  0.5151265  0.37270775 0.39948323
 0.5269965  0.372276   0.35249403 0.5237789  0.4271524  0.485773
 0.51073074 0.43192723 0.44976062 0.5977322  0.35043046 0.19295523
 0.59139365 0.35773876 0.13545927 0.5936322  0.35334736 0.21191242
 0.59028894 0.3548912  0.17198345 0.689019   0.5126725  0.47543395
 0.6800441  0.5143892  0.33803165 0.6030186  0.3299894  0.20179431
 0.59811866 0.3529475  0.23133612 0.68285424 0.25089446 0.46219298
 0.6761454  0.26208156 0.29003003]",processed
"[0.56398755 0.7732946  0.6554403  0.5853942  0.78252995 0.5562005
 0.57248646 0.7906284  0.7199637  0.6420689  0.7630257  0.56163216
 0.6081967  0.7823907  0.5927154  0.63823104 0.6833096  0.7146112
 0.59510064 0.7301499  0.61598146 0.67433363 0.55602807 0.64941555
 0.63766354 0.57609004 0.44941628 0.64872473 0.43329218 0.6116391
 0.628388   0.46011892 0.35080606 0.58989215 0.40742183 0.677528
 0.5539269  0.4502796  0.6291223  0.42707404 0.29412663 0.8663815
 0.4305545  0.3323745  0.3151962  0.62758803 0.19301744 0.7849522
 0.609205   0.26902816 0.31419903]",processed
"[0.5938035  0.28719527 0.49137822 0.5975408  0.26788843 0.50774586
 0.60321784 0.2660222  0.48697692 0.63348216 0.25385433 0.6604025
 0.64138573 0.25296816 0.5603909  0.63587475 0.30957216 0.5978381
 0.6926749  0.2971757  0.82202303 0.56482875 0.23591132 0.5907498
 0.59892154 0.20020567 0.61401093 0.6208355  0.22040062 0.37782004
 0.6492849  0.20448701 0.45269212 0.62824166 0.5602573  0.7995102
 0.6688865  0.5820076  0.78554326 0.47599703 0.66772485 0.6941753
 0.48125598 0.69151163 0.8074867  0.6441817  0.75833344 0.7077906
 0.6643033  0.7870734  0.8856538 ]",processed
"[0.5836678  0.3589575  0.33698136 0.56699574 0.3558189  0.4617961
 0.5767574  0.35037124 0.4762462  0.54822415 0.3719696  0.32651025
 0.55974835 0.36447006 0.28338248 0.52538013 0.43065056 0.4014492
 0.5711195  0.36388582 0.18493773 0.63611597 0.3884253  0.22606197
 0.60932577 0.31951684 0.2379004  0.61006445 0.3495265  0.25644955
 0.62133783 0.3101559  0.16287108 0.6640606  0.5068722  0.23281434
 0.6870552  0.48806512 0.31542373 0.6130383  0.31627914 0.11712237
 0.62586653 0.34974742 0.12923157 0.67969257 0.24981345 0.3915478
 0.6883565  0.3191769  0.128621  ]",processed
"[0.5521159  0.36312157 0.40170708 0.5404594  0.3577368  0.42974204
 0.54872537 0.35556668 0.49141198 0.5150926  0.36957043 0.44445056
 0.5258286  0.37248307 0.2859457  0.51886153 0.4299679  0.5421765
 0.503675   0.42861107 0.5324558  0.605061   0.3376263  0.5077161
 0.5944065  0.33955678 0.34861428 0.6555599  0.27460724 0.19289936
 0.61695606 0.31392598 0.19875199 0.7004735  0.49501824 0.6707038
 0.67828715 0.5096768  0.3933775  0.6076869  0.32881188 0.2888744
 0.5867633  0.3396802  0.19344233 0.6840166  0.2500413  0.35708773
 0.6780611  0.27664283 0.18872587]",processed
"[0.54915565 0.3539299  0.4953187  0.5359669  0.34932896 0.5435083
 0.53885156 0.35093117 0.5779199  0.5135561  0.35669336 0.50075984
 0.5149248  0.3646626  0.4736511  0.512035   0.39851186 0.45830697
 0.49393922 0.4238223  0.5002524  0.58935094 0.33191404 0.42091358
 0.56570685 0.3501047  0.2517548  0.6644268  0.24053824 0.3799018
 0.62757593 0.30683944 0.15465085 0.6887453  0.49904463 0.6037382
 0.661145   0.51087373 0.43205884 0.6146083  0.32320282 0.21997546
 0.61196077 0.35006413 0.15133813 0.6846353  0.25641015 0.31910035
 0.680014   0.28335637 0.25043884]",processed
"[0.5338788  0.35818422 0.556033   0.52770084 0.3570613  0.5946629
 0.5328591  0.35044047 0.5515329  0.51121074 0.37132797 0.57094914
 0.5173686  0.36265126 0.29386452 0.5253237  0.42848387 0.618912
 0.497339   0.4299783  0.6301943  0.5990439  0.33877504 0.63957983
 0.5868501  0.34244412 0.24482636 0.66847605 0.2512606  0.28855205
 0.59550846 0.34975648 0.1275149  0.6908301  0.506353   0.5290463
 0.67714643 0.5094971  0.49389815 0.584341   0.34751776 0.20049545
 0.5518143  0.35122332 0.15126792 0.67826784 0.25148553 0.44811186
 0.66653734 0.27309206 0.21914002]",processed
"[0.5359591  0.36669326 0.45503277 0.5254273  0.35893935 0.45288178
 0.5311961  0.35942996 0.4229659  0.5042604  0.3660647  0.44272462
 0.5131618  0.36983046 0.26360628 0.51041377 0.41350904 0.5477187
 0.4954784  0.4259061  0.54180413 0.5987855  0.34425813 0.60127056
 0.58082455 0.34943038 0.20713529 0.6631515  0.25184846 0.2716134
 0.60891366 0.31287745 0.20308909 0.69755554 0.50536716 0.65785176
 0.68145114 0.51289684 0.39851668 0.5862869  0.33844075 0.24840625
 0.57362986 0.3416746  0.29102445 0.6813447  0.24748945 0.38321012
 0.67180485 0.26703525 0.19788767]",processed
"[0.5482206  0.36012208 0.47176751 0.5374857  0.35653087 0.38780934
 0.54658866 0.3541191  0.5747938  0.5150405  0.365484   0.37151825
 0.5262845  0.3669959  0.41350865 0.512825   0.4154708  0.5320438
 0.5081536  0.42592588 0.41600075 0.6122491  0.32535812 0.46511963
 0.61152536 0.33159834 0.28719276 0.66848207 0.23928215 0.3473781
 0.6707425  0.26388595 0.13311325 0.6802494  0.5108815  0.3145233
 0.68390095 0.50883067 0.28651288 0.5991459  0.3326259  0.25073007
 0.5968091  0.3501099  0.21818459 0.6814324  0.24070387 0.36908466
 0.68873996 0.27442053 0.16404651]",processed
"[0.5293764  0.3656768  0.48654297 0.5220048  0.3619979  0.3956001
 0.5243628  0.35617983 0.3980984  0.51174605 0.36951905 0.42736623
 0.51296264 0.36413783 0.2746854  0.5262461  0.41507366 0.33201417
 0.49404368 0.42684177 0.52894485 0.595706   0.33023757 0.50695324
 0.5722808  0.36622807 0.11560585 0.67069894 0.2342945  0.41052824
 0.60766155 0.35512847 0.11407208 0.6951523  0.49632168 0.70555437
 0.6760445  0.5162375  0.4238072  0.57416147 0.3494902  0.20569204
 0.53971326 0.40343857 0.12562908 0.67923605 0.24428554 0.44216043
 0.6605084  0.41576734 0.08982352]",processed
"[0.5458427  0.36382765 0.41135532 0.5338634  0.36087504 0.40916753
 0.54407644 0.35817078 0.3628494  0.51337004 0.37150952 0.40479895
 0.52626723 0.3751785  0.25470856 0.51201916 0.42655292 0.5123312
 0.50597966 0.44081035 0.5940503  0.59541476 0.33726987 0.25983205
 0.5864013  0.34747663 0.18724738 0.6073854  0.31875384 0.19130586
 0.5976419  0.33489865 0.19649601 0.6771749  0.51108676 0.47973004
 0.6738303  0.5161425  0.4664496  0.59705406 0.32299492 0.2167863
 0.59578043 0.34512734 0.19311267 0.6769024  0.2477587  0.41605827
 0.66986865 0.2690524  0.32119477]",processed
"[0.54223233 0.36363593 0.5469199  0.5336588  0.3570233  0.42807692
 0.53679377 0.35969055 0.42876348 0.50582975 0.36422595 0.49253234
 0.5104554  0.37102625 0.38558486 0.5179711  0.41165036 0.4248584
 0.49878722 0.42188975 0.5535559  0.6016084  0.34253103 0.40319306
 0.580422   0.35373455 0.18065794 0.6623332  0.24579065 0.2707246
 0.6096515  0.31891555 0.19841163 0.69651794 0.49789608 0.63895845
 0.67530835 0.5185004  0.40137023 0.59305805 0.34836456 0.39291492
 0.5750796  0.35323834 0.32929555 0.68444985 0.24308388 0.41024378
 0.67623407 0.26053816 0.27253684]",processed
"[0.5414713  0.36798385 0.5312556  0.5296428  0.3648582  0.6313916
 0.5333258  0.36234424 0.5235081  0.50312763 0.36981976 0.4310058
 0.50838196 0.37438637 0.4429692  0.5108571  0.43119326 0.5974976
 0.4957891  0.43297163 0.544645   0.5980023  0.35298392 0.61734957
 0.5756418  0.3583383  0.18991582 0.66943485 0.2521723  0.4626858
 0.60368145 0.3318782  0.15686886 0.6974413  0.50495416 0.58818305
 0.67473555 0.51377785 0.50806916 0.5849494  0.35093296 0.27047318
 0.56946987 0.34977025 0.22694618 0.6847297  0.25261363 0.4796093
 0.6740092  0.2724713  0.28693143]",processed
"[0.61994886 0.30071232 0.3496678  0.6124958  0.2882641  0.46625867
 0.6220377  0.2856065  0.4416032  0.6338232  0.27841693 0.60103345
 0.6460384  0.27354333 0.5845134  0.6488584  0.30758488 0.4356388
 0.6910754  0.32340425 0.6237956  0.5603316  0.24210696 0.4345951
 0.5969222  0.19728376 0.38896424 0.61194575 0.21483994 0.24892986
 0.64310694 0.21196342 0.26117447 0.63551944 0.5383469  0.51852727
 0.6646865  0.55769813 0.6971496  0.4822203  0.6713148  0.48394105
 0.48806417 0.6898483  0.71655256 0.65781826 0.7737866  0.47094432
 0.66693455 0.7850187  0.6957748 ]",processed
"[0.5616984  0.36774954 0.3457278  0.54508793 0.3595004  0.42314115
 0.556805   0.35840344 0.4421065  0.5220581  0.36481062 0.36877504
 0.53655607 0.3641765  0.25938752 0.49200243 0.39755428 0.5738922
 0.49662942 0.4048618  0.40214977 0.57875246 0.34170565 0.2171135
 0.5972625  0.3293826  0.24438058 0.65308803 0.26636317 0.15815857
 0.64578855 0.28273597 0.198866   0.6916646  0.50239336 0.51205766
 0.6826084  0.505233   0.3454181  0.6014061  0.31993884 0.2237822
 0.6141746  0.34402865 0.14207347 0.6780372  0.25641477 0.29677352
 0.6814682  0.33289337 0.13470466]",processed
"[0.52079666 0.37376872 0.38254872 0.511315   0.37192875 0.43915713
 0.51761436 0.36930886 0.40558317 0.4984799  0.37554595 0.4721401
 0.5106371  0.37634218 0.31748658 0.5141221  0.4277547  0.45142072
 0.5017737  0.4285276  0.53838015 0.5997257  0.35179034 0.39705127
 0.5828952  0.35379773 0.27001593 0.59867525 0.34344918 0.19278564
 0.5838797  0.35970938 0.20391756 0.67526525 0.511997   0.43649822
 0.6638013  0.5221938  0.33435598 0.5847174  0.33905455 0.2152443
 0.5768459  0.35791963 0.2061288  0.67515266 0.2412928  0.55588084
 0.66135395 0.26417524 0.37163696]",processed
"[0.5326605  0.38326392 0.42370248 0.5208285  0.37875268 0.3793874
 0.5288424  0.3753982  0.40734413 0.49685687 0.38330498 0.39458048
 0.5112252  0.3848681  0.31470397 0.50431824 0.4437634  0.56370527
 0.5056492  0.4427952  0.42430064 0.5874594  0.3443931  0.35980907
 0.59692466 0.3511338  0.24605992 0.59522116 0.3320834  0.14493561
 0.6134043  0.32013157 0.11491882 0.68468976 0.51857096 0.27347124
 0.6922567  0.5111661  0.4224049  0.58851254 0.33754075 0.2557889
 0.5961396  0.34922758 0.19461598 0.67865133 0.2522829  0.39595097
 0.689318   0.2831245  0.23898818]",processed
"[0.51059955 0.40768775 0.50284326 0.50385565 0.3967402  0.40161216
 0.5108918  0.3933196  0.44277486 0.4956016  0.38711107 0.4731929
 0.50531816 0.38435817 0.3983345  0.5004344  0.44555372 0.54318494
 0.48789933 0.40557298 0.5317969  0.59161353 0.35192844 0.4306613
 0.5732276  0.3418555  0.2929517  0.62043035 0.3252176  0.11254377
 0.59874624 0.33734787 0.11940806 0.68455607 0.5201514  0.24031724
 0.68330425 0.5151315  0.36031944 0.57534385 0.35214725 0.26380995
 0.5652906  0.34791252 0.22913355 0.67993337 0.25295737 0.47092628
 0.672118   0.2540988  0.31331196]",processed
"[0.53518844 0.37964386 0.37210956 0.5233379  0.378305   0.42133242
 0.5339668  0.37237236 0.3303299  0.49935493 0.3895829  0.5003209
 0.5212403  0.38963556 0.23275456 0.51596594 0.45453036 0.5125061
 0.50951076 0.45413736 0.44354048 0.60419065 0.35875562 0.21434991
 0.58544993 0.35407698 0.19832462 0.6040345  0.34543917 0.18176745
 0.6000207  0.3455873  0.15438436 0.71479    0.5071614  0.46159425
 0.6934617  0.5180726  0.44599876 0.59612316 0.3251861  0.33486614
 0.59068    0.34976485 0.23660971 0.6773965  0.23472561 0.47419444
 0.6118406  0.3592036  0.19168556]",processed
